sample	chr	index	start	stop	pre_geno	cur_geno
4398_O_4549_O	Chr3	4	17462878	17984416	pa	mo
4398_O_4549_O	Chr4	5	11502007	12222943	mo	pa
4398_P_4549_P	Chr1	1	25776606	26996982	mo	pa
4398_P_4549_P	Chr5	2	18371771	19050926	mo	pa
4398_Q_4549_Q	Chr1	1	19778263	20514558	pa	mo
4398_Q_4549_Q	Chr2	2	352868	789064	pa	mo
4398_Q_4549_Q	Chr3	3	7778781	7902643	mo	pa
4398_Q_4549_Q	Chr5	4	9634346	10030253	mo	pa
4398_Q_4549_Q	Chr5	5	20133763	21635688	pa	mo
4398_R_4549_R	Chr2	1	15517843	16097808	pa	mo
4398_R_4549_R	Chr3	2	6946773	7204091	mo	pa
4398_R_4549_R	Chr5	3	3235872	4168082	pa	mo
4398_R_4549_R	Chr5	4	5143873	5902935	mo	pa
4398_R_4549_R	Chr5	5	23376725	23930934	pa	mo
4398_S_4549_S	Chr3	1	19010356	21090564	pa	mo
4398_S_4549_S	Chr5	2	5518672	6831327	mo	pa
4398_B_4549_B	Chr1	1	7305335	7670158	mo	pa
4398_B_4549_B	Chr1	2	17582424	18326530	pa	mo
4398_B_4549_B	Chr2	3	13796964	14767358	mo	pa
4398_B_4549_B	Chr3	4	3597934	4814295	mo	pa
4398_B_4549_B	Chr3	5	15030081	16406182	pa	mo
4398_B_4549_B	Chr5	6	13143017	15415369	mo	pa
4398_T_4549_T	Chr2	1	5757546	6232582	mo	pa
4398_T_4549_T	Chr5	2	14190370	14286722	pa	mo
4398_U_4549_U	Chr1	1	13311753	13546625	pa	mo
4398_U_4549_U	Chr1	2	23884549	25000771	mo	pa
4398_U_4549_U	Chr2	3	12875830	14043866	pa	mo
4398_U_4549_U	Chr3	4	16319342	17462878	mo	pa
4398_U_4549_U	Chr4	5	11897227	12163540	mo	pa
4398_U_4549_U	Chr5	6	24451405	24938185	mo	pa
4398_V_4549_V	Chr3	1	7236458	8414932	mo	pa
4398_V_4549_V	Chr4	2	5348670	5917052	pa	mo
4398_V_4549_V	Chr5	3	8669279	9366829	mo	pa
4398_W_4549_W	Chr1	1	4518975	4675099	pa	mo
4398_W_4549_W	Chr1	2	21510084	22636698	mo	pa
4398_W_4549_W	Chr2	3	6232582	6590072	pa	mo
4398_W_4549_W	Chr4	4	10699709	10929683	pa	mo
4398_W_4549_W	Chr5	5	10733981	10931377	mo	pa
4398_X_4549_X	Chr3	1	16888407	17774419	pa	mo
4398_X_4549_X	Chr4	2	688273	755432	pa	mo
4398_X_4549_X	Chr5	3	20133763	22575728	pa	mo
4398_Y_4549_Y	Chr1	1	4675099	5989972	mo	pa
4398_Y_4549_Y	Chr2	2	11952473	12331704	pa	mo
4398_Z_4549_Z	Chr1	1	6975535	9107148	pa	mo
4398_Z_4549_Z	Chr1	2	23982881	25054375	mo	pa
4398_Z_4549_Z	Chr2	3	103278	866562	mo	pa
4398_Z_4549_Z	Chr3	4	16158176	17462878	mo	pa
4398_Z_4549_Z	Chr4	5	6677617	6777947	mo	pa
4398_AA_4549_AA	Chr1	1	7305335	7670158	mo	pa
4398_AA_4549_AA	Chr2	2	9001161	9599212	mo	pa
4398_AA_4549_AA	Chr4	3	7297972	7760881	pa	mo
4398_AA_4549_AA	Chr5	4	1588703	2265208	mo	pa
4398_AA_4549_AA	Chr5	5	3507550	4140179	pa	mo
4398_AA_4549_AA	Chr5	6	18965132	20133763	mo	pa
4398_AB_4549_AB	Chr1	1	16210979	17582424	pa	mo
4398_AB_4549_AB	Chr2	2	7578551	8294845	pa	mo
4398_AB_4549_AB	Chr3	3	6506230	7002414	pa	mo
4398_AB_4549_AB	Chr4	4	2984537	3492122	mo	pa
4398_AB_4549_AB	Chr4	5	12308161	12663592	pa	mo
4398_AC_4549_AC	Chr1	1	18040482	19468072	pa	mo
4398_AC_4549_AC	Chr2	2	866562	2091849	mo	pa
4398_AC_4549_AC	Chr2	3	11831036	11919204	pa	mo
4398_AC_4549_AC	Chr4	4	10028464	10441023	mo	pa
4398_AC_4549_AC	Chr5	5	5143873	5902935	pa	mo
4398_AC_4549_AC	Chr5	6	14190370	15640790	mo	pa
4398_C_4549_C	Chr1	1	18147770	18612497	mo	pa
4398_C_4549_C	Chr2	2	15517843	16414309	mo	pa
4398_C_4549_C	Chr5	3	7930579	8063604	pa	mo
4398_C_4549_C	Chr5	4	23376725	23837449	mo	pa
4398_AD_4549_AD	Chr2	1	1337983	2114547	mo	pa
4398_AD_4549_AD	Chr3	2	16888407	17774419	mo	pa
4398_AD_4549_AD	Chr4	3	2718290	2903043	pa	mo
4398_AD_4549_AD	Chr5	4	14817823	15415369	mo	pa
4398_AE_4549_AE	Chr3	1	760988	1381923	mo	pa
4398_AE_4549_AE	Chr5	2	23376725	24638547	mo	pa
4398_AF_4549_AF	Chr1	1	6908459	7305335	pa	mo
4398_AF_4549_AF	Chr1	2	29544774	30181096	mo	pa
4398_AF_4549_AF	Chr2	3	5652916	6185374	mo	pa
4398_AF_4549_AF	Chr4	4	6563102	7531309	pa	mo
4398_AF_4549_AF	Chr5	5	7272753	8576102	mo	pa
4398_D_4549_D	Chr1	1	22560486	23771998	pa	mo
4398_D_4549_D	Chr3	2	9796537	10223929	pa	mo
4398_E_4549_E	Chr3	1	8640323	8781416	pa	mo
4398_E_4549_E	Chr4	2	1337495	1934426	mo	pa
4398_E_4549_E	Chr5	3	11504027	13585364	mo	pa
4398_H_4549_H	Chr1	1	17460808	17526157	mo	pa
4398_H_4549_H	Chr5	2	25666781	26036538	pa	mo
4398_I_4549_I	Chr2	1	5708847	6185374	mo	pa
4398_I_4549_I	Chr3	2	9072645	9359729	pa	mo
4399_A_4550_A	Chr3	1	11065171	11740340	pa	mo
4399_A_4550_A	Chr3	2	15384340	16158176	mo	pa
4399_A_4550_A	Chr4	3	6286324	6597305	mo	pa
4399_A_4550_A	Chr4	4	16757272	17255451	pa	mo
4399_J_4550_J	Chr1	1	5434782	5844546	pa	mo
4399_J_4550_J	Chr2	2	352868	866562	pa	mo
4399_J_4550_J	Chr3	3	2344704	3113553	pa	mo
4399_J_4550_J	Chr4	4	7297972	7930809	mo	pa
4399_K_4550_K	Chr1	1	1647424	2034465	mo	pa
4399_K_4550_K	Chr1	2	5485810	6772091	pa	mo
4399_K_4550_K	Chr1	3	11466185	11626449	mo	pa
4399_K_4550_K	Chr2	4	976629	1526558	pa	mo
4399_K_4550_K	Chr3	5	10596666	10952581	mo	pa
4399_K_4550_K	Chr4	6	298303	688273	pa	mo
4399_K_4550_K	Chr4	7	18032088	18417237	mo	pa
4399_K_4550_K	Chr5	8	2174214	2655717	mo	pa
4399_K_4550_K	Chr5	9	14570640	15415369	pa	mo
4399_L_4550_L	Chr1	1	231383	1656138	mo	pa
4399_L_4550_L	Chr1	2	8969922	9107148	pa	mo
4399_L_4550_L	Chr1	3	25776606	27302346	mo	pa
4399_L_4550_L	Chr2	4	1870433	2194774	mo	pa
4399_L_4550_L	Chr2	5	15064626	16076499	pa	mo
4399_L_4550_L	Chr3	6	2180118	3399046	mo	pa
4399_L_4550_L	Chr3	7	7902643	8525429	pa	mo
4399_L_4550_L	Chr4	8	2395455	3043257	mo	pa
4399_L_4550_L	Chr4	9	14904294	15164081	pa	mo
4399_L_4550_L	Chr5	10	3013491	3703742	mo	pa
4399_M_4550_M	Chr1	1	19778263	20243782	pa	mo
4399_M_4550_M	Chr2	2	8294845	8855573	mo	pa
4399_M_4550_M	Chr3	3	16158176	16406182	mo	pa
4399_M_4550_M	Chr4	4	6462018	6677617	pa	mo
4399_M_4550_M	Chr5	5	262387	714349	mo	pa
4399_M_4550_M	Chr5	6	16349946	17259817	pa	mo
4399_N_4550_N	Chr1	1	2403956	3822844	mo	pa
4399_N_4550_N	Chr1	2	9770808	10343240	pa	mo
4399_N_4550_N	Chr1	3	29061063	29872758	mo	pa
4399_N_4550_N	Chr4	4	5348670	5917052	mo	pa
4399_N_4550_N	Chr4	5	12663592	12928268	pa	mo
4399_O_4550_O	Chr1	1	13311753	13546625	mo	pa
4399_O_4550_O	Chr1	2	23368828	24619402	pa	mo
4399_O_4550_O	Chr2	3	279510	1526558	mo	pa
4399_O_4550_O	Chr3	4	2331968	3113553	pa	mo
4399_O_4550_O	Chr3	5	19089192	19606573	mo	pa
4399_O_4550_O	Chr4	6	7957808	8235921	pa	mo
4399_O_4550_O	Chr4	7	10441023	10919902	mo	pa
4399_O_4550_O	Chr5	8	16253660	17259817	mo	pa
4399_O_4550_O	Chr5	9	24451405	24938185	pa	mo
4399_P_4550_P	Chr1	1	16090970	16632544	mo	pa
4399_P_4550_P	Chr1	2	25776606	27302346	pa	mo
4399_P_4550_P	Chr2	3	10199965	10623830	pa	mo
4399_Q_4550_Q	Chr1	1	5485810	5989972	pa	mo
4399_Q_4550_Q	Chr1	2	19778263	20420294	mo	pa
4399_Q_4550_Q	Chr1	3	27613045	27931677	pa	mo
4399_Q_4550_Q	Chr2	4	6232582	6910351	mo	pa
4399_Q_4550_Q	Chr2	5	18466737	18995024	pa	mo
4399_Q_4550_Q	Chr3	6	12386422	12980666	pa	mo
4399_Q_4550_Q	Chr4	7	5348670	5917052	pa	mo
4399_Q_4550_Q	Chr5	8	1644620	1969872	pa	mo
4399_Q_4550_Q	Chr5	9	23930934	24638547	mo	pa
4399_R_4550_R	Chr1	1	7305335	7670158	pa	mo
4399_R_4550_R	Chr1	2	29872758	29878927	mo	pa
4399_R_4550_R	Chr2	3	12486243	12733163	mo	pa
4399_R_4550_R	Chr3	4	342917	633409	mo	pa
4399_R_4550_R	Chr3	5	10223929	10988640	pa	mo
4399_R_4550_R	Chr4	6	3518366	4287732	mo	pa
4399_R_4550_R	Chr4	7	9904023	10611427	pa	mo
4399_R_4550_R	Chr4	8	12821690	14535546	mo	pa
4399_R_4550_R	Chr5	9	16182978	17420313	mo	pa
4399_B_4550_B	Chr1	1	7670158	9105249	pa	mo
4399_B_4550_B	Chr1	2	29061063	30095459	mo	pa
4399_B_4550_B	Chr3	3	11832836	12181152	pa	mo
4399_T_4550_T	Chr1	1	4675099	5434782	pa	mo
4399_T_4550_T	Chr2	2	5652916	5757546	mo	pa
4399_T_4550_T	Chr4	3	17255451	17724206	pa	mo
4399_T_4550_T	Chr5	4	4589187	5826196	mo	pa
4399_T_4550_T	Chr5	5	18251826	18965132	pa	mo
4399_U_4550_U	Chr1	1	20885209	21337405	mo	pa
4399_U_4550_U	Chr5	2	3013491	3703742	pa	mo
4399_U_4550_U	Chr5	3	18965132	20892078	mo	pa
4399_V_4550_V	Chr3	1	2180118	3399046	mo	pa
4399_V_4550_V	Chr4	2	4879041	5112498	pa	mo
4399_V_4550_V	Chr5	3	18640928	20133763	mo	pa
4399_W_4550_W	Chr1	1	2272460	2547457	pa	mo
4399_W_4550_W	Chr2	2	6910351	7046762	mo	pa
4399_W_4550_W	Chr3	3	3702735	4825657	pa	mo
4399_W_4550_W	Chr4	4	11531584	12038840	pa	mo
4399_W_4550_W	Chr5	5	6853607	7079120	pa	mo
4399_W_4550_W	Chr5	6	22400309	22900943	mo	pa
4399_X_4550_X	Chr1	1	4518975	4796463	mo	pa
4399_X_4550_X	Chr1	2	24622731	25969512	pa	mo
4399_X_4550_X	Chr3	3	19010356	19519769	mo	pa
4399_X_4550_X	Chr5	4	4807653	5046834	pa	mo
4399_X_4550_X	Chr5	5	10092456	10784253	mo	pa
4399_Y_4550_Y	Chr1	1	8969922	9105249	mo	pa
4399_Y_4550_Y	Chr1	2	23771998	24622731	pa	mo
4399_Y_4550_Y	Chr2	3	5316042	5478511	mo	pa
4399_Y_4550_Y	Chr3	4	2344704	3113553	pa	mo
4399_Y_4550_Y	Chr3	5	22513483	23198191	mo	pa
4399_Y_4550_Y	Chr4	6	11897227	12017905	pa	mo
4399_Y_4550_Y	Chr5	7	1969872	3507550	mo	pa
4399_Y_4550_Y	Chr5	8	7930579	9326639	pa	mo
4399_Y_4550_Y	Chr5	9	23930934	24638547	mo	pa
4399_Z_4550_Z	Chr1	1	690908	1805167	mo	pa
4399_Z_4550_Z	Chr2	2	16414309	17149706	mo	pa
4399_Z_4550_Z	Chr3	3	9647256	10596666	mo	pa
4399_Z_4550_Z	Chr4	4	12308161	13674589	mo	pa
4399_AB_4550_AB	Chr1	1	7137682	8093651	pa	mo
4399_AB_4550_AB	Chr1	2	11120485	11250138	mo	pa
4399_AB_4550_AB	Chr2	3	352868	789064	pa	mo
4399_AB_4550_AB	Chr2	4	17045491	17681128	mo	pa
4399_AB_4550_AB	Chr3	5	19106123	19606573	mo	pa
4399_AB_4550_AB	Chr4	6	13945529	14833803	pa	mo
4399_AB_4550_AB	Chr5	7	14286722	15237587	mo	pa
4399_AC_4550_AC	Chr3	1	5773468	6049877	mo	pa
4399_AC_4550_AC	Chr3	2	21813287	22446767	pa	mo
4399_AC_4550_AC	Chr4	3	14904294	15084561	mo	pa
4399_AC_4550_AC	Chr5	4	17531918	17973911	pa	mo
4399_C_4550_C	Chr1	1	4976250	5485810	mo	pa
4399_C_4550_C	Chr1	2	9929918	10343240	pa	mo
4399_C_4550_C	Chr1	3	25000771	25776606	mo	pa
4399_C_4550_C	Chr2	4	10764947	11301596	pa	mo
4399_C_4550_C	Chr3	5	8781416	9210057	pa	mo
4399_C_4550_C	Chr4	6	11897227	12308161	mo	pa
4399_C_4550_C	Chr5	7	721003	884595	pa	mo
4399_C_4550_C	Chr5	8	15846839	16349946	mo	pa
4399_C_4550_C	Chr5	9	25895278	26036538	pa	mo
4399_AD_4550_AD	Chr1	1	12990349	13332402	pa	mo
4399_AD_4550_AD	Chr2	2	7578551	7924490	mo	pa
4399_AD_4550_AD	Chr2	3	18215998	18466737	pa	mo
4399_AD_4550_AD	Chr4	4	2572741	3043257	pa	mo
4399_AD_4550_AD	Chr4	5	15968922	16358049	mo	pa
4399_AD_4550_AD	Chr5	6	25895278	26036538	pa	mo
4399_AE_4550_AE	Chr1	1	9465971	10343240	mo	pa
4399_AE_4550_AE	Chr3	2	2180118	3399046	mo	pa
4399_AE_4550_AE	Chr3	3	5388573	5935613	pa	mo
4399_AE_4550_AE	Chr3	4	21813287	23198191	mo	pa
4399_AE_4550_AE	Chr4	5	5917052	6264249	pa	mo
4399_AF_4550_AF	Chr1	1	2230748	2403956	mo	pa
4399_AF_4550_AF	Chr1	2	4507768	4796463	pa	mo
4399_AF_4550_AF	Chr1	3	21619010	22560486	mo	pa
4399_AF_4550_AF	Chr2	4	7578551	8076637	mo	pa
4399_AF_4550_AF	Chr2	5	17149706	18101203	pa	mo
4399_AF_4550_AF	Chr4	6	1087286	1680869	pa	mo
4399_AF_4550_AF	Chr4	7	9759883	10441023	mo	pa
4399_AF_4550_AF	Chr4	8	16240767	16757272	pa	mo
4399_AF_4550_AF	Chr5	9	8669279	9337226	mo	pa
4399_D_4550_D	Chr1	1	2333948	3863776	mo	pa
4399_D_4550_D	Chr1	2	21510084	22560486	pa	mo
4399_D_4550_D	Chr2	3	7924490	9599212	pa	mo
4399_D_4550_D	Chr2	4	16290095	16718432	mo	pa
4399_D_4550_D	Chr3	5	7536798	7949512	mo	pa
4399_D_4550_D	Chr4	6	11336197	12308161	mo	pa
4399_D_4550_D	Chr5	7	7503336	8626720	mo	pa
4399_D_4550_D	Chr5	8	15237587	16182978	pa	mo
4399_E_4550_E	Chr1	1	12132993	12816388	mo	pa
4399_E_4550_E	Chr2	2	5757546	6185374	mo	pa
4399_E_4550_E	Chr3	3	5414879	5935613	pa	mo
4399_E_4550_E	Chr3	4	17946707	18672194	mo	pa
4399_E_4550_E	Chr5	5	25600633	26036538	mo	pa
4399_F_4550_F	Chr3	1	6034221	6506230	mo	pa
4399_F_4550_F	Chr4	2	6462018	6610272	mo	pa
4399_F_4550_F	Chr4	3	11135121	11390861	pa	mo
4399_F_4550_F	Chr5	4	10733981	11287259	mo	pa
4399_F_4550_F	Chr5	5	18371771	19050926	pa	mo
4399_G_4550_G	Chr1	1	5856286	6040648	pa	mo
4399_G_4550_G	Chr1	2	21619010	22636698	mo	pa
4399_G_4550_G	Chr2	3	6232582	6550678	mo	pa
4399_G_4550_G	Chr2	4	17549625	19088300	pa	mo
4399_G_4550_G	Chr5	5	7960380	9337226	mo	pa
4399_H_4550_H	Chr2	1	356266	1284745	pa	mo
4399_H_4550_H	Chr2	2	13413286	14033684	mo	pa
4399_H_4550_H	Chr3	3	6580440	7002414	mo	pa
4399_H_4550_H	Chr3	4	19606573	21157049	pa	mo
4399_H_4550_H	Chr4	5	5348670	6139987	mo	pa
4399_H_4550_H	Chr4	6	17255451	17934432	pa	mo
4399_I_4550_I	Chr1	1	7305335	8642920	mo	pa
4399_I_4550_I	Chr1	2	27524931	28054800	pa	mo
4399_I_4550_I	Chr3	3	2180118	2691043	mo	pa
4739_B	Chr1	1	25000771	27027387	mo	pa
4739_B	Chr2	2	866562	2091849	mo	pa
4739_B	Chr3	3	11762286	12186477	mo	pa
4739_C	Chr2	1	1284745	1744800	mo	pa
4739_C	Chr3	2	2691043	2956624	mo	pa
4739_C	Chr5	3	9366829	9983036	pa	mo
4739_D	Chr1	1	19778263	20420294	pa	mo
4739_D	Chr2	2	8855573	9599212	mo	pa
4739_D	Chr4	3	14626510	14997933	pa	mo
4739_E	Chr1	1	7670158	8377678	pa	mo
4739_E	Chr1	2	25408591	26996982	mo	pa
4739_E	Chr2	3	6590072	7046762	pa	mo
4739_E	Chr2	4	16290095	16687833	mo	pa
4739_E	Chr4	5	8050704	8235921	pa	mo
4739_F	Chr1	1	3604006	3863776	pa	mo
4739_F	Chr1	2	16091522	16632544	mo	pa
4739_F	Chr2	3	7578551	8076637	pa	mo
4739_F	Chr3	4	8971126	9355847	mo	pa
4739_F	Chr4	5	5112498	5917052	pa	mo
4739_G	Chr1	1	16032085	16210979	pa	mo
4739_G	Chr1	2	21510084	23888748	mo	pa
4739_G	Chr2	3	9868887	10199965	pa	mo
4739_G	Chr3	4	3945745	4814295	mo	pa
4739_G	Chr4	5	12663592	12727138	pa	mo
4739_G	Chr5	6	6831327	7079120	pa	mo
4739_H	Chr1	1	12377719	13311753	mo	pa
4739_H	Chr1	2	23888748	24619402	pa	mo
4739_H	Chr2	3	11234199	11831036	pa	mo
4739_H	Chr3	4	342917	633409	mo	pa
4739_H	Chr4	5	1361847	1505911	mo	pa
4739_H	Chr5	6	10209214	10784253	mo	pa
4739_I	Chr1	1	7305335	7670158	mo	pa
4739_I	Chr2	2	279510	789064	pa	mo
4739_I	Chr4	3	5400586	5917052	mo	pa
4739_I	Chr5	4	18371771	18965132	mo	pa
4739_J	Chr2	1	7046762	7308817	pa	mo
4739_J	Chr4	2	7297972	7866707	mo	pa
4739_K	Chr1	1	5989972	6772091	pa	mo
4739_K	Chr2	2	1337983	1870433	pa	mo
4739_K	Chr3	3	15787822	17283792	mo	pa
4739_L	Chr1	1	8093651	8642920	mo	pa
4739_L	Chr1	2	24622731	25054375	pa	mo
4739_L	Chr2	3	1337983	1653579	pa	mo
4739_L	Chr4	4	688273	755432	pa	mo
4739_L	Chr4	5	17106883	17591203	mo	pa
4739_M	Chr1	1	14129213	14596996	mo	pa
4739_M	Chr2	2	9868887	10458130	pa	mo
4739_M	Chr3	3	17388546	17774419	mo	pa
4739_M	Chr4	4	2395455	2718290	pa	mo
4739_M	Chr5	5	1644620	1969872	pa	mo
4739_M	Chr5	6	20133763	22769226	mo	pa
4739_N	Chr3	1	7949512	8640323	mo	pa
4739_N	Chr3	2	18672194	20627972	pa	mo
4739_N	Chr3	3	22931093	23198191	mo	pa
4739_O	Chr1	1	5434782	5856286	pa	mo
4739_O	Chr2	2	2367279	3153568	pa	mo
4739_O	Chr3	3	8525429	8640323	mo	pa
4739_O	Chr3	4	9796537	10952581	pa	mo
4739_O	Chr4	5	1087286	1337495	pa	mo
4739_P	Chr1	1	5856286	6040648	mo	pa
4739_P	Chr1	2	22636698	23811796	pa	mo
4739_P	Chr2	3	352868	789064	pa	mo
4739_P	Chr3	4	7191719	7536798	pa	mo
4739_P	Chr5	5	4589187	4663296	mo	pa
4739_Q	Chr1	1	6975535	9107148	pa	mo
4739_Q	Chr1	2	27524931	28054800	mo	pa
4739_Q	Chr2	3	11234199	11831036	pa	mo
4739_Q	Chr3	4	17462878	17774419	pa	mo
4739_Q	Chr5	5	9337226	9983036	pa	mo
4739_R	Chr2	1	789064	1284745	mo	pa
4739_R	Chr2	2	9174342	10287660	pa	mo
4739_R	Chr3	3	14243960	16158176	mo	pa
4739_R	Chr5	4	3703742	3947766	mo	pa
4739_S	Chr1	1	21619010	22636698	mo	pa
4739_S	Chr3	2	15223417	16406182	pa	mo
4739_S	Chr3	3	20627972	21813287	mo	pa
4739_S	Chr4	4	298303	835924	pa	mo
4739_S	Chr5	5	3013491	4140179	pa	mo
4739_S	Chr5	6	25895278	26660396	mo	pa
4739_T	Chr1	1	12044376	12132993	mo	pa
4739_T	Chr2	2	13796964	14767358	mo	pa
4739_T	Chr3	3	22408797	22448237	pa	mo
4739_T	Chr4	4	15422406	15968922	pa	mo
4739_T	Chr5	5	4384989	4807653	pa	mo
4739_T	Chr5	6	21635688	22400309	mo	pa
4739_U	Chr1	1	24622731	25776606	mo	pa
4739_U	Chr3	2	19106123	21090564	mo	pa
4739_U	Chr5	3	12615121	12629817	pa	mo
4739_W	Chr1	1	7670158	8093651	mo	pa
4739_W	Chr1	2	13311753	13332402	pa	mo
4739_W	Chr3	3	378941	451128	pa	mo
4739_W	Chr3	4	9553650	9647256	mo	pa
4739_X	Chr1	1	21619010	22636698	mo	pa
4739_X	Chr2	2	11234199	11919204	pa	mo
4739_X	Chr3	3	19010356	21090564	pa	mo
4739_X	Chr5	4	4589187	4663296	mo	pa
4739_Y	Chr1	1	6772091	8377678	mo	pa
4739_Y	Chr1	2	22376869	23811796	pa	mo
4739_Y	Chr3	3	19519769	21425206	mo	pa
4739_Y	Chr5	4	13585364	14286722	pa	mo
4739_Z	Chr2	1	6554113	7128425	pa	mo
4739_AA	Chr1	1	6975535	9107148	pa	mo
4739_AA	Chr1	2	27936625	28555752	mo	pa
4739_AB	Chr1	1	20243782	20538108	pa	mo
4739_AB	Chr2	2	10764947	11234199	mo	pa
4739_AB	Chr3	3	9355847	9624798	mo	pa
4739_AB	Chr4	4	7957808	8050704	mo	pa
4739_AC	Chr1	1	9916295	10343240	pa	mo
4739_AC	Chr1	2	25054375	25776606	mo	pa
4739_AC	Chr2	3	5652916	5916772	mo	pa
4739_AC	Chr4	4	5917052	6563102	mo	pa
4739_AD	Chr1	1	21619010	22560486	pa	mo
4739_AD	Chr3	2	10596666	10952581	mo	pa
4739_AD	Chr4	3	9904023	9923722	pa	mo
4739_AD	Chr5	4	2174214	2265208	mo	pa
4739_AD	Chr5	5	22900943	23170730	pa	mo
4739_AE	Chr1	1	2272460	3648179	pa	mo
4739_AE	Chr1	2	23368828	23884549	mo	pa
4739_AE	Chr4	3	298303	688273	pa	mo
4739_AE	Chr4	4	17255451	17591203	mo	pa
4739_AF	Chr1	1	4328503	4466390	mo	pa
4739_AF	Chr2	2	7366576	7578551	mo	pa
4739_AF	Chr3	3	7778781	8525429	pa	mo
4739_AF	Chr4	4	835924	1680869	pa	mo
4739_AF	Chr5	5	2655717	3235872	pa	mo
4739_AF	Chr5	6	24938185	25090257	mo	pa
4739_AG	Chr1	1	7305335	8642920	pa	mo
4739_AG	Chr1	2	28259383	29709879	mo	pa
4739_AG	Chr4	3	298303	688273	pa	mo
4739_AG	Chr4	4	1337495	2718290	mo	pa
4739_AG	Chr5	5	1053341	1354725	pa	mo
4739_AH	Chr4	1	7531309	7769060	mo	pa
4739_AH	Chr5	2	5085623	6143273	pa	mo
4739_AH	Chr5	3	20133763	22400309	mo	pa
4739_AI	Chr1	1	6772091	6975535	mo	pa
4739_AI	Chr1	2	28555752	29061063	pa	mo
4739_AI	Chr2	3	5785340	6910351	mo	pa
4739_AI	Chr3	4	8693463	8916817	mo	pa
4739_AI	Chr4	5	10995810	11336197	mo	pa
4739_AJ	Chr1	1	25776606	27027387	mo	pa
4739_AJ	Chr3	2	8781416	9072645	mo	pa
4739_AJ	Chr5	3	4807653	5046834	pa	mo
4739_AJ	Chr5	4	17531918	17973911	mo	pa
4739_AK	Chr3	1	6236888	6538427	mo	pa
4739_AK	Chr4	2	5112498	5593193	mo	pa
4739_AL	Chr3	1	17946707	18216948	pa	mo
4739_AL	Chr4	2	1087286	1337495	pa	mo
4739_AM	Chr1	1	4050127	4466390	mo	pa
4739_AM	Chr1	2	19778263	20243782	pa	mo
4739_AM	Chr5	3	5841373	5902935	pa	mo
4739_AM	Chr5	4	20133763	22400309	mo	pa
4739_AN	Chr1	1	19486988	19778263	mo	pa
4739_AN	Chr2	2	9174342	9868887	pa	mo
4739_AN	Chr2	3	12457449	12733163	mo	pa
4739_AN	Chr3	4	8693463	8781416	pa	mo
4739_AN	Chr5	5	6861401	7020617	pa	mo
4739_AN	Chr5	6	16187630	17259817	mo	pa
4739_AN	Chr5	7	18965132	20133763	pa	mo
4739_AO	Chr2	1	352868	789064	pa	mo
4739_AO	Chr3	2	8781416	8916817	pa	mo
4739_AP	Chr1	1	5856286	6738784	mo	pa
4739_AP	Chr3	2	8640323	8916817	pa	mo
4739_AP	Chr4	3	7531309	7769060	mo	pa
4739_AQ	Chr1	1	22636698	23771998	pa	mo
4739_AQ	Chr3	2	10596666	10988640	pa	mo
4739_AR	Chr1	1	19486988	20398622	pa	mo
4739_AR	Chr4	2	5400586	6139987	mo	pa
4739_AR	Chr5	3	7272753	7960380	mo	pa
4739_AS	Chr1	1	295559	1647424	mo	pa
